player_id,pos,name,short_name
00-0031570,WR,Justin Hardy,J.Hardy
00-0032398,WR,Chris Moore,C.Moore
00-0030521,WR,Justin Hunter,J.Hunter
00-0027057,WR,Brandon Tate,B.Tate
00-0030091,WR,Tavarres King,T.King
00-0027089,WR,Louis Murphy,L.Murphy
00-0029394,WR,Brenton Bersin,B.Bersin
00-0027874,WR,Demaryius Thomas,D.Thomas
00-0027944,WR,Julio Jones,J.Jones
00-0034837,WR,Calvin Ridley,C.Ridley
00-0031549,WR,Nelson Agholor,N.Agholor
00-0029632,WR,Mohamed Sanu,M.Sanu
00-0026901,WR,Mike Wallace,M.Wallace
00-0031051,WR,John Brown,J.Brown
00-0026986,WR,Michael Crabtree,M.Crabtree
00-0030663,WR,Willie Snead,W.Snead
00-0028091,WR,Jeremy Kerley,J.Kerley
00-0031359,WR,Kelvin Benjamin,K.Benjamin
00-0033891,WR,Zay Jones,Z.Jones
00-0028263,WR,Andre Holmes,A.Holmes
00-0033681,WR,Keelan Cole,K.Cole
00-0033839,WR,Dede Westbrook,D.Westbrook
00-0031339,WR,Donte Moncrief,D.Moncrief
00-0031235,WR,Odell Beckham,O.Beckham
00-0032385,WR,Sterling Shepard,S.Shepard
00-0032765,WR,Michael Thomas,M.Thomas
00-0033921,WR,Chris Godwin,C.Godwin
00-0031408,WR,Mike Evans,M.Evans
00-0032009,WR,Adam Humphries,A.Humphries
00-0030564,WR,DeAndre Hopkins,D.Hopkins
00-0032208,WR,Phillip Dorsett,P.Dorsett
00-0028237,WR,Chris Hogan,C.Hogan
00-0030035,WR,Adam Thielen,A.Thielen
00-0026345,WR,Pierre Garcon,P.Garcon
00-0030068,WR,Marquise Goodwin,M.Goodwin
00-0031588,WR,Stefon Diggs,S.Diggs
00-0032951,WR,Laquon Treadwell,L.Treadwell
00-0033307,WR,Kendrick Bourne,K.Bourne
00-0033871,WR,Corey Davis,C.Davis
00-0033911,WR,Taywan Taylor,T.Taylor
00-0026035,WR,Danny Amendola,D.Amendola
00-0032778,WR,Tajae Sharpe,T.Sharpe
00-0030669,WR,Albert Wilson,A.Wilson
00-0032791,WR,Jakeem Grant,J.Grant
00-0030085,WR,Kenny Stills,K.Stills
00-0027942,WR,A.J. Green,A.Green
00-0033460,WR,John Ross,J.Ross
00-0033009,WR,Tyler Boyd,T.Boyd
00-0031068,WR,Ryan Grant,R.Grant
00-0032355,WR,Chester Rogers,C.Rogers
00-0029608,WR,T.Y. Hilton,T.Hilton
00-0033251,WR,Zach Pascal,Z.Pascal
00-0027793,WR,Antonio Brown,A.Brown
00-0031382,WR,Jarvis Landry,J.Landry
00-0033562,WR,Ryan Switzer,R.Switzer
00-0033857,WR,JuJu Smith-Schuster,J.Smith-Schuster
00-0032977,WR,Rashard Higgins,R.Higgins
00-0034772,WR,Antonio Callaway,A.Callaway
00-0030279,WR,Keenan Allen,K.Allen
00-0031325,WR,Sammy Watkins,S.Watkins
00-0029269,WR,Travis Benjamin,T.Benjamin
00-0033536,WR,Mike Williams,M.Williams
00-0032128,WR,Chris Conley,C.Conley
00-0027685,WR,Emmanuel Sanders,E.Sanders
00-0034348,WR,Courtland Sutton,C.Sutton
00-0032211,WR,Tyler Lockett,T.Lockett
00-0028434,WR,Doug Baldwin,D.Baldwin
00-0024334,WR,Brandon Marshall,B.Marshall
00-0033589,WR,David Moore,D.Moore
00-0030300,WR,Jaron Brown,J.Brown
00-0030542,WR,Terrance Williams,T.Williams
00-0029000,WR,Cole Beasley,C.Beasley
00-0032055,WR,Devin Funchess,D.Funchess
00-0029572,WR,Jarius Wright,J.Wright
00-0027996,WR,Torrey Smith,T.Smith
00-0030821,WR,Allen Hurns,A.Hurns
00-0034764,WR,Michael Gallup,M.Gallup
00-0031257,WR,Paul Richardson,P.Richardson
00-0033933,WR,Chad Williams,C.Williams
00-0034775,WR,Christian Kirk,C.Kirk
00-0031941,WR,Jamison Crowder,J.Crowder
00-0022921,WR,Larry Fitzgerald,L.Fitzgerald
00-0032760,WR,Josh Doctson,J.Doctson
00-0031228,WR,Taylor Gabriel,T.Gabriel
00-0031381,WR,Davante Adams,D.Adams
00-0032626,WR,Geronimo Allison,G.Allison
00-0034353,WR,Anthony Miller,A.Miller
00-0031023,WR,Quincy Enunwa,Q.Enunwa
00-0033932,WR,Kenny Golladay,K.Golladay
00-0029293,WR,Marvin Jones,M.Jones
00-0031189,WR,T.J. Jones,T.Jones
00-0032688,WR,Robby Anderson,R.Anderson
00-0031236,WR,Brandin Cooks,B.Cooks
00-0026176,WR,Jordy Nelson,J.Nelson
00-0033908,WR,Cooper Kupp,C.Kupp
00-0030431,WR,Robert Woods,R.Woods
00-0031166,WR,Seth Roberts,S.Roberts
00-0034827,WR,D.J. Moore,D.Moore
00-0033127,WR,Will Fuller,W.Fuller
00-0028497,WR,Kamar Aiken,K.Aiken
00-0032775,WR,Demarcus Robinson,D.Robinson
00-0029159,WR,Jermaine Kearse,J.Kearse
00-0034272,WR,Marquez Valdes-Scantling,M.Valdes-Scantling
00-0032112,WR,JJ Nelson,J.Nelson
00-0031373,WR,Martavis Bryant,M.Bryant
00-0031344,WR,Cody Latimer,C.Latimer
00-0029319,WR,Josh Bellamy,J.Bellamy
00-0031912,WR,Cameron Meredith,C.Meredith
00-0031299,WR,Jordan Matthews,J.Matthews
00-0031547,WR,DeVante Parker,D.Parker
00-0028114,WR,Dwayne Harris,D.Harris
00-0033943,WR,Josh Reynolds,J.Reynolds
00-0029664,WR,Josh Gordon,J.Gordon
00-0029137,WR,Alshon Jeffery,A.Jeffery
00-0034366,WR,Keke Coutee,K.Coutee
00-0032543,WR,Alex Erickson,A.Erickson
00-0027691,WR,Andre Roberts,A.Roberts
00-0033282,WR,Curtis Samuel,C.Samuel
00-0032362,WR,Maurice Harris,M.Harris
00-0029640,WR,Brian Quick,B.Quick
00-0029638,WR,Michael Floyd,M.Floyd
00-0032795,WR,Cody Core,C.Core
00-0032170,WR,Rashad Greene,R.Greene
00-0032054,WR,Breshad Perriman,B.Perriman
00-0030670,WR,Bennie Fowler,B.Fowler
00-0028411,WR,Dontrelle Inman,D.Inman
00-0027681,WR,Brandon LaFell,B.LaFell
00-0031544,WR,Amari Cooper,A.Cooper
00-0026983,WR,Darrius Heyward-Bey,D.Heyward-Bey
00-0027891,WR,Golden Tate,G.Tate
00-0032966,WR,Corey Coleman,C.Coleman
00-0031326,WR,Bruce Ellington,B.Ellington
00-0029388,WR,Deonte Thompson,D.Thompson
00-0030516,WR,Brice Butler,B.Butler
00-0031782,WR,Eli Rogers,E.Rogers
00-0023612,TE,Bo Scaife,B.Scaife
00-0020285,TE,Alge Crumpler,A.Crumpler
00-0021148,TE,Jeremy Shockey,J.Shockey
00-0021929,TE,Donald Lee,D.Lee
00-0021154,TE,Daniel Graham,D.Graham
00-0025540,TE,Kevin Boss,K.Boss
00-0024301,TE,David Thomas,D.Thomas
00-0021756,TE,Will Heller,W.Heller
00-0027713,TE,Aaron Hernandez,A.Hernandez
00-0026170,TE,Dustin Keller,D.Keller
00-0024369,TE,Jeff King,J.King
00-0020516,TE,Todd Heap,T.Heap
00-0027783,TE,Anthony McCoy,A.McCoy
00-0022165,TE,Dallas Clark,D.Clark
00-0023630,TE,Joel Dreessen,J.Dreessen
00-0024287,TE,Leonard Pope,L.Pope
00-0026123,TE,Evan Moore,E.Moore
00-0022738,TE,Chris Cooley,C.Cooley
00-0006101,TE,Tony Gonzalez,T.Gonzalez
00-0022922,TE,Kellen Winslow,K.Winslow
00-0024276,TE,Tony Scheffler,T.Scheffler
00-0026231,TE,Jermichael Finley,J.Finley
00-0026188,TE,Fred Davis,F.Davis
00-0023679,TE,Billy Bajema,B.Bajema
00-0027259,TE,Jake Ballard,J.Ballard
00-0022054,TE,Visanthe Shiancoe,V.Shiancoe
00-0025425,TE,Zach Miller,Z.Miller
00-0031042,TE,Jace Amaro,J.Amaro
00-0025542,TE,Dante Rosario,D.Rosario
00-0026178,TE,John Carlson,J.Carlson
00-0028007,TE,Rob Housler,R.Housler
00-0027109,TE,James Casey,J.Casey
00-0029432,TE,Chase Ford,C.Ford
00-0026931,TE,Bear Pascoe,B.Pascoe
00-0027695,TE,Tony Moeaki,T.Moeaki
00-0023465,TE,Heath Miller,H.Miller
00-0025516,TE,Scott Chandler,S.Chandler
00-0027718,TE,Garrett Graham,G.Graham
00-0027825,TE,Jim Dray,J.Dray
00-0026996,TE,Brandon Pettigrew,B.Pettigrew
00-0024313,TE,Owen Daniels,O.Daniels
00-0023752,TE,Daniel Fells,D.Fells
00-0026225,TE,Craig Stevens,C.Stevens
00-0027753,TE,Andrew Quarless,A.Quarless
00-0029910,TE,Tim Wright,T.Wright
00-0025464,TE,Matt Spaeth,M.Spaeth
00-0023506,TE,Alex Smith,A.Smith
00-0026267,TE,Jacob Tamme,J.Tamme
00-0027135,TE,Brandon Myers,B.Myers
00-0026281,TE,Gary Barnidge,G.Barnidge
00-0029697,TE,Coby Fleener,C.Fleener
00-0032256,TE,Clive Walford,C.Walford
00-0030992,TE,Crockett Gillmore,C.Gillmore
00-0027714,TE,Dennis Pitta,D.Pitta
00-0028040,TE,Jordan Cameron,J.Cameron
00-0028838,TE,Larry Donnell,L.Donnell
00-0026298,TE,Kellen Davis,K.Davis
00-0030514,TE,Mychal Rivera,M.Rivera
00-0027725,TE,Clay Harbor,C.Harbor
00-0030544,TE,Gavin Escobar,G.Escobar
00-0031609,TE,A.J. Derby,A.Derby
00-0029275,TE,Ladarius Green,L.Green
00-0032004,TE,Will Tye,W.Tye
00-0025549,TE,Brent Celek,B.Celek
00-0032725,TE,Stephen Anderson,S.Anderson
00-0031302,TE,C.J. Fiedorowicz,C.Fiedorowicz
00-0027125,TE,Zach Miller,Z.Miller
00-0033895,TE,Gerald Everett,G.Everett
00-0026201,TE,Martellus Bennett,M.Bennett
00-0022127,TE,Jason Witten,J.Witten
00-0027732,TE,Michael Hoomanawanui,M.Hoomanawanui
00-0028067,TE,Julius Thomas,J.Thomas
00-0033090,TE,Hunter Henry,H.Henry
00-0031384,TE,Richard Rodgers,R.Rodgers
00-0029634,TE,James Hanna,J.Hanna
00-0024268,TE,Anthony Fasano,A.Fasano
00-0032098,TE,Daniel Brown,D.Brown
00-0027321,TE,Jeff Cumberland,J.Cumberland
00-0032392,TE,Austin Hooper,A.Hooper
00-0030061,TE,Zach Ertz,Z.Ertz
00-0031598,TE,Nick Boyle,N.Boyle
00-0034753,TE,Mark Andrews,M.Andrews
00-0031558,TE,Maxx Williams,M.Williams
00-0028112,TE,Charles Clay,C.Clay
00-0029587,TE,Rhett Ellison,R.Ellison
00-0031418,TE,Austin Seferian-Jenkins,A.Seferian-Jenkins
00-0028093,TE,Niles Paul,N.Paul
00-0033881,TE,Evan Engram,E.Engram
00-0031951,TE,James O'Shaughnessy,J.O'Shaughnessy
00-0022943,TE,Ben Watson,B.Watson
00-0031273,TE,Cameron Brate,C.Brate
00-0033879,TE,O.J. Howard,O.Howard
00-0030216,TE,Josh Hill,J.Hill
00-0027656,TE,Rob Gronkowski,R.Gronkowski
00-0030108,TE,Ryan Griffin,R.Griffin
00-0033288,TE,George Kittle,G.Kittle
00-0027981,TE,Kyle Rudolph,K.Rudolph
00-0024389,TE,Delanie Walker,D.Walker
00-0028042,TE,Luke Stocker,L.Stocker
00-0033858,TE,Jonnu Smith,J.Smith
00-0030181,TE,Jack Doyle,J.Doyle
00-0030549,TE,Tyler Eifert,T.Eifert
00-0031387,TE,Eric Ebron,E.Ebron
00-0032214,TE,Tyler Kroft,T.Kroft
00-0032134,TE,C.J. Uzomah,C.Uzomah
00-0033885,TE,David Njoku,D.Njoku
00-0032135,TE,Jesse James,J.James
00-0029738,TE,Darren Fells,D.Fells
00-0030506,TE,Travis Kelce,T.Kelce
00-0028142,TE,Virgil Green,V.Green
00-0021547,TE,Antonio Gates,A.Gates
00-0032227,TE,Jeff Heuerman,J.Heuerman
00-0032394,TE,Nick Vannett,N.Vannett
00-0025418,TE,Greg Olsen,G.Olsen
00-0030472,TE,Jordan Reed,J.Reed
00-0024221,TE,Vernon Davis,V.Davis
00-0033611,TE,Ricky Seals-Jones,R.Seals-Jones
00-0030710,TE,Trey Burton,T.Burton
00-0027696,TE,Jimmy Graham,J.Graham
00-0030422,TE,Dion Sims,D.Sims
00-0027985,TE,Lance Kendricks,L.Kendricks
00-0030089,TE,Luke Willson,L.Willson
00-0030443,TE,Levine Toilolo,L.Toilolo
00-0027061,TE,Jared Cook,J.Cook
00-0029119,TE,Derek Carrier,D.Carrier
00-0027215,TE,Logan Paulsen,L.Paulsen
00-0030470,TE,Vance McDonald,V.McDonald
00-0034766,TE,Chris Herndon,C.Herndon
00-0024243,TE,Marcedes Lewis,M.Lewis
00-0028903,TE,Garrett Celek,G.Celek
00-0033110,TE,Tyler Higbee,T.Higbee
00-0030155,TE,Demetrius Harris,D.Harris
00-0027873,TE,Jermaine Gresham,J.Gresham
00-0029689,TE,Dwayne Allen,D.Allen
00-0028097,TE,Lee Smith,L.Smith
00-0032117,TE,Nick O'Leary,N.O'Leary
00-0032062,TE,Blake Bell,B.Bell
00-0027675,TE,Ed Dickson,E.Dickson
00-0027139,TE,John Phillips,J.Phillips
00-0025749,QB,Richard Bartel,R.Bartel
00-0020608,QB,David Carr,D.Carr
00-0029151,QB,Matt Simms,M.Simms
00-0032893,QB,Connor Cook,C.Cook
00-0031076,QB,David Fales,D.Fales
00-0032792,QB,Nate Sudfeld,N.Sudfeld
00-0024260,RB,LenDale White,L.White
00-0023063,RB,Leonard Weaver,L.Weaver
00-0019863,RB,Dominic Rhodes,D.Rhodes
00-0027150,WR,Julian Edelman,J.Edelman
00-0028002,WR,Randall Cobb,R.Cobb
00-0022405,RB,Lousaka Polite,L.Polite
00-0026432,RB,Lance Ball,L.Ball
00-0022217,RB,Mewelde Moore,M.Moore
00-0027120,RB,Javon Ringer,J.Ringer
00-0026209,RB,Jacob Hester,J.Hester
00-0027346,RB,Alfonso Smith,A.Smith
00-0028613,RB,Phillip Tanner,P.Tanner
00-0023176,RB,Josh Cribbs,J.Cribbs
00-0024318,RB,Brad Smith,B.Smith
00-0027779,RB,Deji Karim,D.Karim
00-0026998,WR,Percy Harvin,P.Harvin
00-0025396,WR,Ted Ginn,T.Ginn
00-0030705,RB,Juwan Thompson,J.Thompson
00-0029260,RB,LaMichael James,L.James
00-0030536,RB,Zac Stacy,Z.Stacy
00-0029612,RB,Daryl Richardson,D.Richardson
00-0031066,RB,Lorenzo Taliaferro,L.Taliaferro
00-0026393,RB,Marcel Reece,M.Reece
00-0026069,RB,Mike Tolbert,M.Tolbert
00-0031277,RB,Branden Oliver,B.Oliver
00-0029492,RB,Jamize Olawale,J.Olawale
00-0029004,RB,Lance Dunbar,L.Dunbar
00-0031682,RB,Terron Ward,T.Ward
00-0031332,RB,Fitzgerald Toussaint,F.Toussaint
00-0033725,RB,Corey Clement,C.Clement
00-0032411,RB,Kenneth Dixon,K.Dixon
00-0034750,RB,Rashaad Penny,R.Penny
00-0030525,RB,Tavon Austin,T.Austin
00-0034681,RB,Chase Edmonds,C.Edmonds
00-0034378,RB,Ito Smith,I.Smith
00-0029795,RB,Benny Cunningham,B.Cunningham
00-0031102,RB,Kapri Bibbs,K.Bibbs
00-0024315,WR/TE,Michael Robinson,M.Robinson
00-0026852,WR/TE,Darrel Young,D.Young
00-0014655,WR/TE,Mike Sellers,M.Sellers
00-0022897,WR/TE,Greg Jones,G.Jones
00-0024756,WR/TE,Matt Willis,M.Willis
00-0026029,WR/TE,Kregg Lumpkin,K.Lumpkin
00-0029892,FB,Kyle Juszczyk,K.Juszczyk
00-0029548,WR/TE,LaVon Brazill,L.Brazill
00-0028020,WR/TE,Vincent Brown,V.Brown
00-0028841,WR/TE,Wesley Johnson,W.Johnson
00-0029848,WR/TE,Nick Williams,N.Williams
00-0024824,,Matt Gutierrez,M.Gutierrez
00-0004091,K,Phil Dawson,P.Dawson
00-0008484,P,Dirk Johnson,D.Johnson
00-0010609,P,Brad Maynard,B.Maynard
00-0027804,,Levi Brown,L.Brown
00-0025499,,Daniel Sepulveda,D.Sepulveda
00-0028427,P,Chas Henry,C.Henry
00-0000108,K,David Akers,D.Akers
00-0019310,K,Rian Lindell,R.Lindell
00-0028347,P,Spencer Lanning,S.Lanning
00-0029143,,Josh Bush,J.Bush
00-0023234,P,Michael Koenen,M.Koenen
00-0027114,P,Thomas Morstead,T.Morstead
00-0025592,,Jordan Palmer,J.Palmer
00-0030586,,Ryan Nassib,R.Nassib
00-0029623,,Alex Tanney,A.Tanney
00-0031203,K,Cairo Santos,C.Santos
00-0029493,P,Ryan Quigley,R.Quigley
00-0033400,P,Matt Haack,M.Haack
00-0028954,FS,Robert Golden,R.Golden
00-0032630,,Joe Callahan,J.Callahan
00-0033132,FS,Kevin Byard,K.Byard
00-0034162,P,JK Scott,J.Scott
00-0034437,P,Logan Cooke,L.Cooke
00-0034064,P,Colby Wadman,C.Wadman
00-0031136,K,Chris Boswell,C.Boswell
00-0034369,,Kyle Lauletta,K.Lauletta
00-0031395,,Garrett Gilbert,G.Gilbert
00-0023853,K,Matt Prater,M.Prater
00-0002099,WR,Isaac Bruce,I.Bruce
00-0015194,P,Hunter Smith,H.Smith
00-0025562,,Oren O'Neal,O.O'Neal
00-0026132,,Matt Lawrence,M.Lawrence
00-0021187,FS,Jon McGraw,J.McGraw
00-0005755,,Jeff Garcia,J.Garcia
00-0026319,,Xavier Omon,X.Omon
00-0022167,FS,Chris Crocker,C.Crocker
00-0022003,FB,B.J. Askew,B.Askew
00-0022296,,Justin Jenkins,J.Jenkins
00-0008241,,Edgerrin James,E.James
00-0021306,,Adrian Peterson,A.Peterson
00-0026453,,Dantrell Savage,D.Savage
00-0026113,,Clifton Smith,C.Smith
00-0005113,P,Jeff Feagles,J.Feagles
00-0023251,FB,Kyle Eckel,K.Eckel
00-0025841,,Louis Rankin,L.Rankin
00-0025997,,Chad Simpson,C.Simpson
00-0022434,,Carey Davis,C.Davis
00-0023470,WR,Reggie Brown,R.Brown
00-0026716,,Quan Cosby,Q.Cosby
00-0023443,FS,Antrel Rolle,A.Rolle
00-0025934,WR,Lance Long,L.Long
00-0024846,FB,Gary Russell,G.Russell
00-0020462,,LaMont Jordan,L.Jordan
00-0022011,FB,Justin Griffith,J.Griffith
00-0001477,WR,Marty Booker,M.Booker
00-0015601,,Aaron Stecker,A.Stecker
00-0027056,,Derrick Williams,D.Williams
00-0025544,WR,David Clowney,D.Clowney
00-0019100,FB,Brad Hoover,B.Hoover
00-0026769,,Kory Sheets,K.Sheets
00-0027020,,Pat White,P.White
00-0020653,,Kalvin Pearson,K.Pearson
00-0027122,WR,Quinten Lawrence,Q.Lawrence
00-0027141,,Javarris Williams,J.Williams
00-0024561,,Marcus Mason,M.Mason
00-0022141,FB,Jeremi Johnson,J.Johnson
00-0021296,,J.T. O'Sullivan,J.O'Sullivan
00-0006305,,Ahman Green,A.Green
00-0026121,RB,Lynell Hamilton,L.Hamilton
00-0019921,P,Jason Baker,J.Baker
00-0026844,,Garrison Sanborn,G.Sanborn
00-0001231,,Josh Bidwell,J.Bidwell
00-0023774,FB,Naufahu Tahi,N.Tahi
00-0026620,,Devin Moore,D.Moore
00-0011626,P,Brian Moorman,B.Moorman
00-0027815,P,Matt Dodge,M.Dodge
00-0026819,,Kareem Huggins,K.Huggins
00-0025461,,Yamon Figurs,Y.Figurs
00-0023642,P,Reggie Hodges,R.Hodges
00-0020507,FB,Heath Evans,H.Evans
00-0025447,C,Samson Satele,S.Satele
00-0025995,,Jordan Senn,J.Senn
00-0020804,FB,Corey McIntyre,C.McIntyre
00-0025672,FB,Tim Castille,T.Castille
00-0026012,,Jehuu Caulcrick,J.Caulcrick
00-0021488,P,Mat McBriar,M.McBriar
00-0022746,TE,Jeff Dugan,J.Dugan
00-0027776,,Carlton Mitchell,C.Mitchell
00-0021679,DE,Shaun Smith,S.Smith
00-0020508,FB,Moran Norris,M.Norris
00-0025955,,Albert Young,A.Young
00-0027130,,James Davis,J.Davis
00-0022001,,Kevin Curtis,K.Curtis
00-0027467,,Javarris James,J.James
00-0025480,,Garrett Wolfe,G.Wolfe
00-0024172,FB,Patrick Cobbs,P.Cobbs
00-0027201,,Dimitri Nance,D.Nance
00-0026790,,Tyrell Sutton,T.Sutton
00-0026723,,Chris Pressley,C.Pressley
00-0027220,WR,Naaman Roosevelt,N.Roosevelt
00-0013694,FB,Tony Richardson,T.Richardson
00-0020514,,Michael Bennett,M.Bennett
00-0024738,,Eldra Buckley,E.Buckley
00-0027419,FB,Chris Gronkowski,C.Gronkowski
00-0022288,RB,Jason Wright,J.Wright
00-0025615,,DeShawn Wynn,D.Wynn
00-0027098,,Gartrell Johnson,G.Johnson
00-0027010,S,Patrick Chung,P.Chung
00-0024234,CB,Antonio Cromartie,A.Cromartie
00-0027722,,Mike Kafka,M.Kafka
00-0016689,,Matt Turk,M.Turk
00-0022824,P,Andy Lee,A.Lee
00-0026947,,Eddie Williams,E.Williams
00-0028125,,Allen Bradford,A.Bradford
00-0022143,FB,Ovie Mughelli,O.Mughelli
00-0027412,FB,Manase Tonga,M.Tonga
00-0028179,,David Ausberry,D.Ausberry
00-0023534,P,Dustin Colquitt,D.Colquitt
00-0028062,FB,Owen Marecic,O.Marecic
00-0027755,,David Reed,D.Reed
00-0021147,,Donte' Stallworth,D.Stallworth
00-0026985,NT,B.J. Raji,B.Raji
00-0025573,,Thomas Clayton,T.Clayton
00-0027308,,Jeremy Horne,J.Horne
00-0027188,,Chad Hall,C.Hall
00-0027660,DB,Javier Arenas,J.Arenas
00-0020267,P,Nick Harris,N.Harris
00-0026607,,Brock Bolen,B.Bolen
00-0022912,,J.P. Losman,J.Losman
00-0027129,,Aaron Brown,A.Brown
00-0021647,WR,Jerheme Urban,J.Urban
00-0026323,FB,Spencer Larsen,S.Larsen
00-0026963,TE,Cameron Morrah,C.Morrah
00-0026516,P,Britton Colquitt,B.Colquitt
00-0026353,,Chauncey Washington,C.Washington
00-0027093,FB,Tony Fiammetta,T.Fiammetta
00-0022341,SS,George Wilson,G.Wilson
00-0025458,,Lorenzo Booker,L.Booker
00-0023060,P,Chris Kluwe,C.Kluwe
00-0024489,FB,Ahmard Hall,A.Hall
00-0028574,,Mossis Madu,M.Madu
00-0025524,FB,Le'Ron McClain,L.McClain
00-0028208,,John Clay,J.Clay
00-0026799,,Jeremiah Johnson,J.Johnson
00-0028602,,Brandon Saine,B.Saine
00-0028070,,Kealoha Pilares,K.Pilares
00-0019714,P,Shane Lechler,S.Lechler
00-0027819,,Dorin Dickerson,D.Dickerson
00-0023537,,Sean Considine,S.Considine
00-0028071,,Johnny White,J.White
00-0027602,,Graham Harrell,G.Harrell
00-0022409,FS,Jordan Babineaux,J.Babineaux
00-0029673,,DeVier Posey,D.Posey
00-0029358,RB,Nate Eachus,N.Eachus
00-0027115,S,Chris Clemons,C.Clemons
00-0024394,FB,Lawrence Vickers,L.Vickers
00-0026346,FS,Haruki Nakamura,H.Nakamura
00-0027618,,Brandon Banks,B.Banks
00-0028646,,David Gilreath,D.Gilreath
00-0028170,,Baron Batch,B.Batch
00-0026303,FB,Owen Schmitt,O.Schmitt
00-0025488,P,Adam Podlesh,A.Podlesh
00-0027067,SS,Rashad Johnson,R.Johnson
00-0029422,,Keith Tandy,K.Tandy
00-0026491,,Stefan Logan,S.Logan
00-0029271,,Joe Adams,J.Adams
00-0027106,FB,Quinn Johnson,Q.Johnson
00-0028068,,Jamie Harper,J.Harper
00-0019770,K,Jay Feely,J.Feely
00-0028565,,Armando Allen,A.Allen
00-0026344,FB,Lex Hilliard,L.Hilliard
00-0028163,,Anthony Allen,A.Allen
00-0023316,,Raymond Ventrone,R.Ventrone
00-0029140,,Chris Rainey,C.Rainey
00-0028416,,Richard Murphy,R.Murphy
00-0027257,RB,Keith Toston,K.Toston
00-0028876,,Collin Mooney,C.Mooney
00-0026033,FB,Mike Cox,M.Cox
00-0029597,K,Justin Tucker,J.Tucker
00-0028082,FS,Shiloh Keo,S.Keo
00-0028174,WR,Stephen Burton,S.Burton
00-0027583,,Richie Brockel,R.Brockel
00-0029853,,Josh Aubrey,J.Aubrey
00-0029722,,Jeff Demps,J.Demps
00-0025513,FS,Dashon Goldson,D.Goldson
00-0028159,RB,Da'Rel Scott,D.Scott
00-0028706,,Armond Smith,A.Smith
00-0026557,FB,Will Ta'ufo'ou,W.Ta'ufo'ou
00-0025825,P,Brett Kern,B.Kern
00-0027378,,Chris Maragos,C.Maragos
00-0025951,,Darius Reynaud,D.Reynaud
00-0030078,,Johnathan Franklin,J.Franklin
00-0027606,,Trindon Holliday,T.Holliday
00-0026644,,Josh Vaughan,J.Vaughan
00-0030092,P,Sam Martin,S.Martin
00-0027692,,Armanti Edwards,A.Edwards
00-0028598,FS,M.D. Jennings,M.Jennings
00-0029868,,Skye Dawson,S.Dawson
00-0023001,K,Shaun Suisham,S.Suisham
00-0022397,FB,Vonta Leach,V.Leach
00-0029791,,Ronnie Wingo,R.Wingo
00-0027943,LCB,Patrick Peterson,P.Peterson
00-0025612,P,Brandon Fields,B.Fields
00-0030043,WR,Da'Rick Rogers,D.Rogers
00-0026317,,Corey Lynch,C.Lynch
00-0027103,P,Kevin Huber,K.Huber
00-0030236,RB,Dennis Johnson,D.Johnson
00-0028178,FB,Stanley Havili,S.Havili
00-0029006,,Saalim Hakim,S.Hakim
00-0029098,WR,Eric Page,E.Page
00-0030233,,Ray Graham,R.Graham
00-0030573,T,Sheldon Richardson,S.Richardson
00-0030320,,Michael Hill,M.Hill
00-0029984,P,Ryan Allen,R.Allen
00-0024110,P,Steve Weatherford,S.Weatherford
00-0030780,RB,Ryan Hewitt,R.Hewitt
00-0030653,FB,Ray Agnew,R.Agnew
00-0029298,,Cyrus Gray,C.Gray
00-0029401,,Tauren Poole,T.Poole
00-0030839,,Solomon Patton,S.Patton
00-0029654,WR,A.J. Jenkins,A.Jenkins
00-0024796,FS,Craig Dahl,C.Dahl
00-0030142,P,Brad Wing,B.Wing
00-0031187,,Robert Herron,R.Herron
00-0031123,RB,Darrin Reaves,D.Reaves
00-0029317,,Edwin Baker,E.Baker
00-0026926,FB,Frank Summers,F.Summers
00-0031079,P,Pat O'Donnell,P.O'Donnell
00-0027914,SS,Andrew Sendejo,A.Sendejo
00-0028532,WR,Joe Morgan,J.Morgan
00-0029463,,De'Andre Presley,D.Presley
00-0027083,S,David Bruton,D.Bruton
00-0030140,P,Tress Way,T.Way
00-0028492,FB,Henry Hynoski,H.Hynoski
00-0027422,,Danny McCray,D.McCray
00-0027844,FB,Erik Lorig,E.Lorig
00-0031243,RB,Storm Johnson,S.Johnson
00-0031008,,Silas Redd,S.Redd
00-0029667,WR,Nick Toon,N.Toon
00-0028905,,Chris Owusu,C.Owusu
00-0027739,FB,John Conner,J.Conner
00-0029441,,Jeremy Stewart,J.Stewart
00-0028345,RB,Robert Hughes,R.Hughes
00-0030999,,Marion Grice,M.Grice
00-0031392,,Dri Archer,D.Archer
00-0031450,,Josh Harris,J.Harris
00-0026072,FB,Jed Collins,J.Collins
00-0028442,,Ricardo Lockette,R.Lockette
00-0031526,,Tyler Varga,T.Varga
00-0029619,FB,Jorvorskie Lane,J.Lane
00-0027539,,Anthony Levine,A.Levine
00-0029729,FB,Austin Johnson,A.Johnson
00-0030856,,Tony Washington,T.Washington
00-0030569,,Sean Renfree,S.Renfree
00-0031611,,Josh Robinson,J.Robinson
00-0030248,,Cierre Wood,C.Wood
00-0026578,SS,Colt Anderson,C.Anderson
00-0027862,DT,Tyson Alualu,T.Alualu
00-0030405,P,Jeff Locke,J.Locke
00-0031830,,Alonzo Harris,A.Harris
